FIPS,State,County,Preventable Hospital Stays Preventable Hospitalization Rate,Preventable Hospital Stays National Z-Score,Preventable Hospital Stays Preventable Hosp. Rate (AIAN),Preventable Hospital Stays Preventable Hosp. Rate (Asian),Preventable Hospital Stays Preventable Hosp. Rate (Black),Preventable Hospital Stays Preventable Hosp. Rate (Hispanic),Preventable Hospital Stays Preventable Hosp. Rate (White)
13077,Georgia,Coweta,2785,-0.052899072,,,4341,3081,2600
13079,Georgia,Crawford,2604,-0.215015483,,,,,
13081,Georgia,Crisp,5511,2.3886994712,,,3846,,5965
13083,Georgia,Dade,2398,-0.399523664,,,,,
13085,Georgia,Dawson,2306,-0.481925375,,,,,
13087,Georgia,Decatur,3962,1.0013054347,,,5730,,3327
13089,Georgia,DeKalb,2678,-0.148735845,,1056,3670,1179,1921
13091,Georgia,Dodge,2894,0.0447290428,,,4700,,2757
13093,Georgia,Dooly,3831,0.8839725626,,,2292,,3311
13095,Georgia,Dougherty,3946,0.9869747022,,,4785,,3387
13097,Georgia,Douglas,3954,0.9941400684,,,4883,2615,3537
13099,Georgia,Early,4032,1.0640023892,,,3990,,3295
13101,Georgia,Echols,,0.0,,,,,
13103,Georgia,Effingham,2275,-0.509691169,,,2169,,2140
13105,Georgia,Elbert,3359,0.461215955,,,3328,,3390
13107,Georgia,Emanuel,4445,1.4339144209,,,7108,23077,3544
13109,Georgia,Evans,3400,0.4979384569,,,,,
13111,Georgia,Fannin,2029,-0.730026181,,,,,
13113,Georgia,Fayette,2247,-0.534769951,,1807,2454,,2208
13115,Georgia,Floyd,4766,1.7214247409,,5510,6825,2907,4641
13117,Georgia,Forsyth,2401,-0.396836651,,1402,1841,,2443
13119,Georgia,Franklin,4395,1.389130882,,,2629,,4471
13121,Georgia,Fulton,2881,0.0330853227,,1561,4422,2010,1940
13123,Georgia,Gilmer,1682,-1.040823941,,,,,
13125,Georgia,Glascock,4376,1.3721131372,,,,,
13127,Georgia,Glynn,3330,0.4352415024,,,5380,,3034
13129,Georgia,Gordon,3084,0.2149064908,,,6692,,2961
13131,Georgia,Grady,3000,0.1396701454,,,1768,,3087
13133,Georgia,Greene,2552,-0.261590364,,,5673,,2430
13135,Georgia,Gwinnett,2608,-0.2114328,,1808,3499,2238,2496
13137,Georgia,Habersham,2749,-0.08514322,,,,,
13139,Georgia,Hall,3131,0.2570030174,,,4244,1802,3150
13141,Georgia,Hancock,2762,-0.0734995,,,2449,,1726
13143,Georgia,Haralson,3388,0.4871904076,,,5668,,3341
13145,Georgia,Harris,2271,-0.513273852,,,2177,,2050
13147,Georgia,Hart,3383,0.4827120537,,,1291,,3268
13149,Georgia,Heard,5006,1.9363857279,,,1623,,4753
13151,Georgia,Henry,2856,0.0106935532,,2180,3113,,2794
13153,Georgia,Houston,3793,0.849937073,,1357,5336,1440,3473
13155,Georgia,Irwin,3866,0.9153210399,,,3542,,3384
13157,Georgia,Jackson,3543,0.6260193783,,,6533,,3512
13159,Georgia,Jasper,1706,-1.019327843,,,738,,1451
13161,Georgia,Jeff Davis,2467,-0.33772238,,,,,
13163,Georgia,Jefferson,3043,0.1781839888,,,2947,,3034
13165,Georgia,Jenkins,4413,1.405252956,,,7200,,3268
13167,Georgia,Johnson,3748,0.809631888,,,1082,,3548
13169,Georgia,Jones,2802,-0.037672669,,,1473,,2897
13171,Georgia,Lamar,3060,0.1934103921,,,6396,,2371
13173,Georgia,Lanier,5861,2.7021842439,,,1033,,6635
13175,Georgia,Laurens,2751,-0.083351879,,,2864,,2707
13177,Georgia,Lee,4387,1.3819655157,,,2538,,4500
13179,Georgia,Liberty,2173,-0.601049589,,,2517,431,1884
13181,Georgia,Lincoln,2295,-0.491777754,,,795,,1434
13183,Georgia,Long,1083,-1.577330738,,,,,
13185,Georgia,Lowndes,3799,0.8553110977,,1664,4644,2967,3498
13187,Georgia,Lumpkin,3020,0.1575835609,,,,,
13189,Georgia,McDuffie,3478,0.5678007777,,,4271,,2766
13191,Georgia,McIntosh,3626,0.700360053,,,3837,,2884
13193,Georgia,Macon,6124,2.9377456587,,,7163,,3056
13195,Georgia,Madison,4048,1.0783331217,,,3405,,4056
13197,Georgia,Marion,2993,0.1334004499,,,,,
13199,Georgia,Meriwether,3807,0.8624764639,,,7359,,2952
13201,Georgia,Miller,5096,2.016996098,,,8659,,3598
13205,Georgia,Mitchell,3929,0.971748299,,,3056,,4180
13207,Georgia,Monroe,2614,-0.206058775,,,2853,,2380
13209,Georgia,Montgomery,3389,0.4880860784,,,1121,,3184
13211,Georgia,Morgan,2653,-0.171127615,,,1813,,2720
13213,Georgia,Murray,3461,0.5525743744,,,,2726,3473
13215,Georgia,Muscogee,2782,-0.055586084,,1576,3394,1927,2424
13217,Georgia,Newton,3561,0.6421414523,,,3868,3507,3426
13219,Georgia,Oconee,2326,-0.46401196,,,5322,,2286
13221,Georgia,Oglethorpe,2427,-0.373549211,,,2495,,2228
13223,Georgia,Paulding,4884,1.8271138929,,,6372,4687,4646
13225,Georgia,Peach,4003,1.0380279366,,,6248,,3504
13227,Georgia,Pickens,2703,-0.126344076,,,,22222,2654
13229,Georgia,Pierce,3668,0.7379782257,,,2639,,3666
13231,Georgia,Pike,3184,0.3044735687,,,2758,,3195
13233,Georgia,Polk,3902,0.9475651879,,,4004,,3951
13235,Georgia,Pulaski,3921,0.9645829327,,,3209,,3597
13237,Georgia,Putnam,2208,-0.569701112,,,3118,,2020
13239,Georgia,Quitman,,0.0,,,,,
13241,Georgia,Rabun,2264,-0.519543548,,,,,
13243,Georgia,Randolph,3477,0.5669051069,,,5621,,1681
13245,Georgia,Richmond,2701,-0.128135418,,681,2962,1701,2449
13247,Georgia,Rockdale,3394,0.4925644322,,,3492,,3279
13249,Georgia,Schley,2996,0.1360874622,,,2991,,2054
13251,Georgia,Screven,3421,0.5167475433,,,2679,,3421
13253,Georgia,Seminole,2723,-0.10843066,,,2943,,2282
13255,Georgia,Spalding,2582,-0.23472024,,,2930,,2497
13257,Georgia,Stephens,3701,0.7675353614,,,406,,3849
13259,Georgia,Stewart,793,-1.837075264,,,,,
13261,Georgia,Sumter,2363,-0.430872141,,,3529,,1902
13263,Georgia,Talbot,2302,-0.485508058,,,1815,,1617
13265,Georgia,Taliaferro,1500,-1.203836023,,,,,
13267,Georgia,Tattnall,2647,-0.17650164,,,859,,2783
13269,Georgia,Taylor,2616,-0.204267434,,,8157,,976
13271,Georgia,Telfair,2745,-0.088725903,,,1108,,2703
13273,Georgia,Terrell,3679,0.7478306042,,,5535,,2396
13275,Georgia,Thomas,2975,0.1172783759,,,5109,,2408
13277,Georgia,Tift,3618,0.6931946867,,,5661,7275,3264
13279,Georgia,Toombs,3033,0.1692272811,,,5577,,2703
13281,Georgia,Towns,1854,-0.886768567,,,,,
13283,Georgia,Treutlen,2500,-0.308165244,,,,,
13285,Georgia,Troup,4413,1.405252956,,,7001,,3806
13287,Georgia,Turner,3202,0.3205956427,,,751,,2759
13289,Georgia,Twiggs,2931,0.0778688616,,,3270,,2783
13291,Georgia,Union,2012,-0.745252584,,,,,
13293,Georgia,Upson,2703,-0.126344076,,,2315,,2693
13295,Georgia,Walker,3151,0.274916433,,,2048,,3165
13297,Georgia,Walton,3272,0.3832925972,,,3429,3059,3207
13299,Georgia,Ware,3045,0.1799753304,,,4439,,2831
13301,Georgia,Warren,2748,-0.086038891,,,4958,,981
13303,Georgia,Washington,1914,-0.833028321,,,1090,,2029
13305,Georgia,Wayne,3536,0.6197496829,,,11389,,2750
13307,Georgia,Webster,,0.0,,,,,
13309,Georgia,Wheeler,2844,-5.4496e-05,,,,,
13311,Georgia,White,4261,1.2691109976,,,,,
13313,Georgia,Whitfield,3472,0.562426753,,,5483,1999,3569
13315,Georgia,Wilcox,5430,2.3161501381,,,3085,,5362
13317,Georgia,Wilkes,2584,-0.232928899,,,2308,,1931
13319,Georgia,Wilkinson,3711,0.7764920692,,,2917,,3209
13321,Georgia,Worth,4223,1.235075508,,,1268,,4464
15000,Hawaii,,1541,,,,,,
15001,Hawaii,Hawaii,1701,-1.023806196,15789,1852,688,3500,1515
15003,Hawaii,Honolulu,1526,-1.180548583,2429,1479,1411,2518,1674
15005,Hawaii,Kalawao,,,,,,,
15007,Hawaii,Kauai,1626,-1.090981505,,1868,,2350,1180
15009,Hawaii,Maui,1332,-1.354308714,,1428,,1939,1241
16000,Idaho,,1478,,,,,,
16001,Idaho,Ada,1316,-1.368639446,882,1303,2649,2009,1277
16003,Idaho,Adams,1260,-1.41879701,,,,,
16005,Idaho,Bannock,1755,-0.975439974,2365,,,,1714
16007,Idaho,Bear Lake,2246,-0.535665622,,,,,
16009,Idaho,Benewah,1236,-1.440293109,,,,,
16011,Idaho,Bingham,2008,-0.748835267,2300,,,697,2011
16013,Idaho,Blaine,1048,-1.608679215,,,,,
16015,Idaho,Boise,,0.0,,,,,
16017,Idaho,Bonner,1057,-1.600618178,,,,,
16019,Idaho,Bonneville,1269,-1.410735973,,,,258,1242
16021,Idaho,Boundary,958,-1.689289585,,,,,
16023,Idaho,Butte,382,-2.205195954,,,,,
16025,Idaho,Camas,,0.0,,,,,
16027,Idaho,Canyon,1672,-1.049780649,,,2991,2786,1567
16029,Idaho,Caribou,2110,-0.657476848,,,,,
16031,Idaho,Cassia,2129,-0.640459103,,,,1516,2047
16033,Idaho,Clark,,,,,,,
16035,Idaho,Clearwater,1824,-0.913638691,,,,,
16037,Idaho,Custer,1333,-1.353413043,,,,,
16039,Idaho,Elmore,1977,-0.776601061,,,,,
16041,Idaho,Franklin,2905,0.0545814214,,,,,
16043,Idaho,Fremont,1357,-1.331916944,,,,,
16045,Idaho,Gem,936,-1.708994342,,,,,
16047,Idaho,Gooding,2392,-0.404897688,,,,,
16049,Idaho,Idaho,1743,-0.986188024,,,,,
16051,Idaho,Jefferson,1292,-1.390135545,,,,,
16053,Idaho,Jerome,2138,-0.632398066,,,,,
16055,Idaho,Kootenai,1434,-1.262950294,,,,814,1417
16057,Idaho,Latah,1229,-1.446562804,,,,,
16059,Idaho,Lemhi,1083,-1.577330738,,,,,
16061,Idaho,Lewis,1619,-1.0972512,,,,,
16063,Idaho,Lincoln,1798,-0.936926131,,,,,
16065,Idaho,Madison,1319,-1.365952434,,,,,
16067,Idaho,Minidoka,1187,-1.484180977,,,,981,1111
16069,Idaho,Nez Perce,1370,-1.320273224,,,,,
16071,Idaho,Oneida,359,-2.225796382,,,,,
16073,Idaho,Owyhee,1350,-1.33818664,,,,1690,882
16075,Idaho,Payette,989,-1.661523791,,,,,
16077,Idaho,Power,1296,-1.386552862,,,,,
16079,Idaho,Shoshone,1606,-1.10889492,,,,,
16081,Idaho,Teton,1749,-0.980813999,,,,13333,1600
16083,Idaho,Twin Falls,2075,-0.688825325,,,,1014,2129
16085,Idaho,Valley,1367,-1.322960237,,,,,
16087,Idaho,Washington,974,-1.674958853,,,,,
17000,Illinois,,3327,,,,,,
17001,Illinois,Adams,3987,1.0236972042,,,6662,,3932
17003,Illinois,Alexander,3426,0.5212258972,,,5394,,3224
17005,Illinois,Bond,2949,0.0939909356,,,,,
17007,Illinois,Boone,2819,-0.022446266,,,7369,1515,2710
17009,Illinois,Brown,2356,-0.437141836,,,,,
17011,Illinois,Bureau,2058,-0.704051728,,,,,
17013,Illinois,Calhoun,4085,1.1114729405,,,,,
17015,Illinois,Carroll,2676,-0.150527187,,,,,
17017,Illinois,Cass,3974,1.012053484,,,,,
17019,Illinois,Champaign,3555,0.6367674277,,2209,6106,811,3277
17021,Illinois,Christian,4257,1.2655283145,,,,,
17023,Illinois,Clark,4469,1.4554105196,,,,,
17025,Illinois,Clay,3520,0.6054189504,,,,,
17027,Illinois,Clinton,3335,0.4397198563,,,,,
17029,Illinois,Coles,6334,3.1258365223,,,6572,5412,6324
17031,Illinois,Cook,3510,0.5964622426,11873,2058,6151,3376,2725
17033,Illinois,Crawford,3169,0.291038507,,,,,
17035,Illinois,Cumberland,5001,1.931907374,,,,,
17037,Illinois,DeKalb,2649,-0.174710298,,,9014,1078,2430
17039,Illinois,De Witt,2567,-0.248155302,,,,,
17041,Illinois,Douglas,5194,2.1047718343,,,,5734,5112
17043,Illinois,DuPage,2612,-0.207850117,,2039,4811,2624,2549
17045,Illinois,Edgar,6216,3.0,,,,,
17047,Illinois,Edwards,2299,-0.488195071,,,,,
17049,Illinois,Effingham,2792,-0.046629377,,,,,
17051,Illinois,Fayette,4410,1.4025659436,,,,,
17053,Illinois,Ford,3905,0.9502522003,,,,,
17055,Illinois,Franklin,3693,0.7603699951,,,,,
17057,Illinois,Fulton,3577,0.6564721848,,,,,
17059,Illinois,Gallatin,4913,1.8530883454,,,,,
17061,Illinois,Greene,3086,0.2166978323,,,,,
17063,Illinois,Grundy,3314,0.4209107699,,,,3353,3242
17065,Illinois,Hamilton,4387,1.3819655157,,,,,
17067,Illinois,Hancock,3098,0.2274458817,,,,,
17069,Illinois,Hardin,3714,0.7791790815,,,,,
17071,Illinois,Henderson,2343,-0.448785556,,,,,
17073,Illinois,Henry,2178,-0.596571235,,,,,
17075,Illinois,Iroquois,3340,0.4441982102,,,,,
17077,Illinois,Jackson,3520,0.6054189504,,,8709,2583,3011
17079,Illinois,Jasper,2895,0.0456247136,,,,,
17081,Illinois,Jefferson,3248,0.3617964985,,,3572,,3194
17083,Illinois,Jersey,2996,0.1360874622,,,,,
17085,Illinois,Jo Daviess,4231,1.2422408742,,,,,
17087,Illinois,Johnson,3892,0.9386084802,,,,,
17089,Illinois,Kane,2896,0.0465203843,,1880,4277,3040,2818
17091,Illinois,Kankakee,3660,0.7308128594,,,7100,1678,3354
17093,Illinois,Kendall,3018,0.1557922194,,,4047,2178,2792
17095,Illinois,Knox,2850,0.0053195285,,,1595,,2911
17097,Illinois,Lake,2665,-0.160379566,,1224,5054,2544,2589
17099,Illinois,LaSalle,2630,-0.191728043,,4363,,2529,2625
17101,Illinois,Lawrence,3518,0.6036276088,,,,,
17103,Illinois,Lee,2771,-0.065438463,,,,8100,2659
17105,Illinois,Livingston,2716,-0.114700356,,,,,
17107,Illinois,Logan,3235,0.3501527784,,,4736,,3169
17109,Illinois,McDonough,3521,0.6063146212,,,,,
17111,Illinois,McHenry,3434,0.5283912634,,1413,4938,4086,3426
17113,Illinois,McLean,2749,-0.08514322,,,6662,,2674
17115,Illinois,Macon,3381,0.4809207121,,,3301,,3346
17117,Illinois,Macoupin,3763,0.8230669497,,,,,
17119,Illinois,Madison,4147,1.1670045288,,,7230,,4029
17121,Illinois,Marion,4295,1.2995638041,,,8079,,4201
17123,Illinois,Marshall,2067,-0.695990691,,,,,
17125,Illinois,Mason,3050,0.1844536843,,,69231,,2704
17127,Illinois,Massac,4381,1.3765914911,,,1556,,4523
17129,Illinois,Menard,3660,0.7308128594,,,,,
17131,Illinois,Mercer,2204,-0.573283795,,,,,
17133,Illinois,Monroe,3414,0.5104778478,,,,,
17135,Illinois,Montgomery,3071,0.2032627707,,,,,
17137,Illinois,Morgan,3411,0.5077908355,,,,,
17139,Illinois,Moultrie,4696,1.6587277864,,,,,
17141,Illinois,Ogle,2869,0.0223372733,,,6766,,2830
17143,Illinois,Peoria,2925,0.0724948369,,,5401,,2673
17145,Illinois,Perry,2724,-0.10753499,,,,,
17147,Illinois,Piatt,2923,0.0707034954,,,,,
17149,Illinois,Pike,3362,0.4639029673,,,,,
17151,Illinois,Pope,2691,-0.137092125,,,,,
17153,Illinois,Pulaski,3746,0.8078405464,,,2678,,3669
17155,Illinois,Putnam,2198,-0.578657819,,,,,
17157,Illinois,Randolph,3539,0.6224366952,,,,,
17159,Illinois,Richland,2650,-0.173814627,,,,,
17161,Illinois,Rock Island,2758,-0.077082183,,,5120,3899,2557
17163,Illinois,St. Clair,4257,1.2655283145,,,7678,5486,3129
17165,Illinois,Saline,2655,-0.169336273,,,,,
17167,Illinois,Sangamon,4263,1.2709023391,,,7209,,4037
17169,Illinois,Schuyler,2249,-0.53297861,,,,,
17171,Illinois,Scott,2627,-0.194415055,,,,,
17173,Illinois,Shelby,3749,0.8105275588,,,,,
17175,Illinois,Stark,3033,0.1692272811,,,,,
17177,Illinois,Stephenson,2337,-0.454159581,,,4226,,2242
17179,Illinois,Tazewell,2551,-0.262486034,,,,,
17181,Illinois,Union,3278,0.3886666219,,,,,
17183,Illinois,Vermilion,5475,2.3564553232,,,7592,989,5328
17185,Illinois,Wabash,3334,0.4388241855,,,,,
17187,Illinois,Warren,1847,-0.893038263,,,,,
17189,Illinois,Washington,2142,-0.628815383,,,,,
17191,Illinois,Wayne,2088,-0.677181605,,,,,
17193,Illinois,White,3854,0.9045729906,,,,,
17195,Illinois,Whiteside,2573,-0.242781277,,,,2600,2500
17197,Illinois,Will,3830,0.8830768919,,1346,5638,2923,3725
17199,Illinois,Williamson,3756,0.8167972542,,,6225,,3675
17201,Illinois,Winnebago,3264,0.376127231,,1748,6954,4741,2970
17203,Illinois,Woodford,2248,-0.53387428,,,,,
18000,Indiana,,3135,,,,,,
18001,Indiana,Adams,2442,-0.360114149,,,,,
18003,Indiana,Allen,2985,0.1262350837,,2559,5895,2026,2756
18005,Indiana,Bartholomew,2954,0.0984692895,,,1104,,2929
18007,Indiana,Benton,2988,0.128922096,,,,,
18009,Indiana,Blackford,1826,-0.911847349,,,,,
18011,Indiana,Boone,2511,-0.298312866,,,6735,,2508
18013,Indiana,Brown,2312,-0.476551351,,,,,
18015,Indiana,Carroll,2809,-0.031402973,,,,,
18017,Indiana,Cass,3217,0.3340307044,,,,,
18019,Indiana,Clark,3668,0.7379782257,,,5249,,3619
18021,Indiana,Clay,3520,0.6054189504,,,,,
18023,Indiana,Clinton,2393,-0.404002017,,,,,
18025,Indiana,Crawford,2367,-0.427289458,,,,,
18027,Indiana,Daviess,3071,0.2032627707,,,,,
18029,Indiana,Dearborn,3424,0.5194345556,,,,,
18031,Indiana,Decatur,2643,-0.180084323,,,,,
18033,Indiana,DeKalb,2497,-0.310852256,,,,,
18035,Indiana,Delaware,3930,0.9726439698,,11033,8069,3343,3727
18037,Indiana,Dubois,1999,-0.756896304,,,,5572,1905
18039,Indiana,Elkhart,2333,-0.457742264,,,3591,1809,2261
18041,Indiana,Fayette,3989,1.0254885457,,,10253,,3952
18043,Indiana,Floyd,2510,-0.299208536,,,6608,,2425
18045,Indiana,Fountain,3500,0.5875055348,,,,,
18047,Indiana,Franklin,3324,0.4298674777,,,,,
18049,Indiana,Fulton,2135,-0.635085078,,,,,
18051,Indiana,Gibson,2451,-0.352053112,,,,,
18053,Indiana,Grant,3841,0.8929292704,,,6341,6675,3663
18055,Indiana,Greene,3743,0.8051535341,,,,,
18057,Indiana,Hamilton,2105,-0.661955202,,922,2221,,2097
18059,Indiana,Hancock,2495,-0.312643598,,,4638,,2474
18061,Indiana,Harrison,2875,0.027711298,,,,,
18063,Indiana,Hendricks,2518,-0.29204317,,1385,4116,,2503
18065,Indiana,Henry,4151,1.1705872119,,,,,
18067,Indiana,Howard,3214,0.331343692,,,4704,,3197
18069,Indiana,Huntington,2937,0.0832428863,,,,,
18071,Indiana,Jackson,1568,-1.14293041,,,,,
18073,Indiana,Jasper,2870,0.0232329441,,,,,
18075,Indiana,Jay,1510,-1.194879315,,,,,
18077,Indiana,Jefferson,3379,0.4791293706,,,,,
18079,Indiana,Jennings,2596,-0.222180849,,,,,
18081,Indiana,Johnson,2863,0.0169632486,,1444,,,2881
18083,Indiana,Knox,3010,0.1486268531,,,,,
18085,Indiana,Kosciusko,3371,0.4719640043,,,,,
18087,Indiana,LaGrange,2644,-0.179188652,,,,,
18089,Indiana,Lake,4285,1.2906070963,,940,7365,3858,3749
18091,Indiana,LaPorte,3500,0.5875055348,,,6656,2950,3324
18093,Indiana,Lawrence,1459,-1.240558525,,,,,
18095,Indiana,Madison,3064,0.1969930752,,,5188,,2988
18097,Indiana,Marion,3372,0.4728596751,34129,1407,4754,2388,3017
18099,Indiana,Marshall,2303,-0.484612388,,,,,
18101,Indiana,Martin,2218,-0.560744404,,,,,
18103,Indiana,Miami,3009,0.1477311824,,,,,
18105,Indiana,Monroe,1831,-0.907368995,,,1699,,1815
18107,Indiana,Montgomery,2420,-0.379818906,,,,,
18109,Indiana,Morgan,2124,-0.644937457,,,,,
18111,Indiana,Newton,2056,-0.70584307,,,,,
18113,Indiana,Noble,3007,0.1459398408,,,,,
18115,Indiana,Ohio,3591,0.6690115757,,,,,
18117,Indiana,Orange,1455,-1.244141208,,,,,
18119,Indiana,Owen,2558,-0.256216339,,,,,
18121,Indiana,Parke,4444,1.4330187501,,,,,
18123,Indiana,Perry,2247,-0.534769951,,,,,
18125,Indiana,Pike,3867,0.9162167107,,,,,
18127,Indiana,Porter,3614,0.6896120036,,,5464,2069,3650
18129,Indiana,Posey,4177,1.1938746521,,,,,
18131,Indiana,Pulaski,3170,0.2919341778,,,,,
18133,Indiana,Putnam,3300,0.408371379,,,,,
18135,Indiana,Randolph,3652,0.7236474932,,,,,
18137,Indiana,Ripley,2769,-0.067229805,,,,,
18139,Indiana,Rush,3635,0.70842109,,,,,
18141,Indiana,St. Joseph,3187,0.307160581,,2019,5320,1049,2999
18143,Indiana,Scott,3648,0.7200648101,,,,,
18145,Indiana,Shelby,4002,1.0371322658,,,,8288,3917
18147,Indiana,Spencer,2216,-0.562535745,,,,,
18149,Indiana,Starke,3718,0.7827617646,,,,,
18151,Indiana,Steuben,1566,-1.144721752,,,,,
18153,Indiana,Sullivan,3793,0.849937073,,,,,
18155,Indiana,Switzerland,3837,0.8893465873,,,,,
18157,Indiana,Tippecanoe,2533,-0.278608108,,,9762,937,2475
18159,Indiana,Tipton,642,-1.972321551,,,,,
18161,Indiana,Union,6659,3.0,,,,,
18163,Indiana,Vanderburgh,3462,0.5534700452,,,4321,5382,3388
18165,Indiana,Vermillion,5120,2.0384921967,,,,,
18167,Indiana,Vigo,4603,1.575430404,,,5745,2105,4585
18169,Indiana,Wabash,2923,0.0707034954,,,,,
18171,Indiana,Warren,2691,-0.137092125,,,,,
18173,Indiana,Warrick,3131,0.2570030174,,,,,
18175,Indiana,Washington,1981,-0.773018378,,,,,
18177,Indiana,Wayne,4648,1.615735589,,9027,5046,,4586
18179,Indiana,Wells,3234,0.3492571076,,,,,
18181,Indiana,White,1194,-1.477911281,,,,,
18183,Indiana,Whitley,2688,-0.139779138,,,,,
19000,Iowa,,2330,,,,,,
19001,Iowa,Adair,1620,-1.09635553,,,,,
19003,Iowa,Adams,2217,-0.561640075,,,,,
19005,Iowa,Allamakee,2022,-0.736295876,,,,,
19007,Iowa,Appanoose,2278,-0.507004157,,,,,
19009,Iowa,Audubon,1917,-0.830341308,,,,,
19011,Iowa,Benton,2900,0.0501030675,,,,,
19013,Iowa,Black Hawk,2005,-0.75152228,,,4235,4580,1847
19015,Iowa,Boone,2615,-0.205163105,,,,,
19017,Iowa,Bremer,2277,-0.507899828,,,,,
19019,Iowa,Buchanan,1853,-0.887664238,,,,,
19021,Iowa,Buena Vista,1956,-0.795410148,,,,,
19023,Iowa,Butler,3257,0.3698575355,,,,,
19025,Iowa,Calhoun,3241,0.3555268031,,,,,
19027,Iowa,Carroll,1717,-1.009475464,,,,,
19029,Iowa,Cass,2424,-0.376236223,,,,,
19031,Iowa,Cedar,1818,-0.919012715,,,,,
19033,Iowa,Cerro Gordo,3326,0.4316588193,,,11180,,3334
19035,Iowa,Cherokee,2749,-0.08514322,,,,,
19037,Iowa,Chickasaw,1646,-1.073068089,,,,,
19039,Iowa,Clarke,2987,0.1280264252,,,,,
19041,Iowa,Clay,2216,-0.562535745,,,,,
19043,Iowa,Clayton,2350,-0.442515861,,,,,
19045,Iowa,Clinton,2175,-0.599258247,,,1722,,2129
19047,Iowa,Crawford,2463,-0.341305063,,,,,
19049,Iowa,Dallas,2062,-0.700469045,,,,,
19051,Iowa,Davis,1234,-1.44208445,,,,,
19053,Iowa,Decatur,1869,-0.873333506,,,,,
19055,Iowa,Delaware,2362,-0.431767812,,,,,
19057,Iowa,Des Moines,2732,-0.100369623,,,2225,,2702
19059,Iowa,Dickinson,2015,-0.742565572,,,,,
19061,Iowa,Dubuque,5704,2.5615639316,,,9006,9727,5638
19063,Iowa,Emmet,2551,-0.262486034,,,,,
19065,Iowa,Fayette,1144,-1.52269482,,,,,
19067,Iowa,Floyd,2401,-0.396836651,,,,,
19069,Iowa,Franklin,2623,-0.197997738,,,,,
19071,Iowa,Fremont,2165,-0.608214955,,,,,
19073,Iowa,Greene,1978,-0.775705391,,,,,
19075,Iowa,Grundy,1039,-1.616740252,,,,,
19077,Iowa,Guthrie,1253,-1.425066705,,,,,
19079,Iowa,Hamilton,2912,0.0608511168,,,,,
19081,Iowa,Hancock,2691,-0.137092125,,,,,
19083,Iowa,Hardin,1660,-1.060528698,,,,,
19085,Iowa,Harrison,1419,-1.276385356,,,,,
19087,Iowa,Henry,1810,-0.926178082,,,,,
19089,Iowa,Howard,1977,-0.776601061,,,,,
19091,Iowa,Humboldt,1173,-1.496720368,,,,,
19093,Iowa,Ida,2710,-0.120074381,,,,,
19095,Iowa,Iowa,2605,-0.214119812,,,,,
19097,Iowa,Jackson,3437,0.5310782757,,,,,
19099,Iowa,Jasper,1784,-0.949465522,,,,,
19101,Iowa,Jefferson,2366,-0.428185128,,,,,
19103,Iowa,Johnson,2349,-0.443411532,,,3769,917,2233
19105,Iowa,Jones,3042,0.1772883181,,,,,
19107,Iowa,Keokuk,2030,-0.72913051,,,,,
19109,Iowa,Kossuth,2754,-0.080664866,,,,,
19111,Iowa,Lee,2345,-0.446994215,,,2845,,2277
19113,Iowa,Linn,3177,0.2982038732,,,4881,4771,3130
19115,Iowa,Louisa,1754,-0.976335645,,,,,
19117,Iowa,Lucas,1834,-0.904681983,,,,,
19119,Iowa,Lyon,1313,-1.371326459,,,,,
19121,Iowa,Madison,2605,-0.214119812,,,,,
19123,Iowa,Mahaska,2352,-0.440724519,,,,,
19125,Iowa,Marion,1470,-1.230706146,,,,,
19127,Iowa,Marshall,1684,-1.0390326,,,,1506,1650
19129,Iowa,Mills,3384,0.4836077245,,,,,
19131,Iowa,Mitchell,1826,-0.911847349,,,,,
19133,Iowa,Monona,2538,-0.274129755,,,,,
19135,Iowa,Monroe,1436,-1.261158953,,,,,
19137,Iowa,Montgomery,3492,0.5803401686,,,,,
19139,Iowa,Muscatine,2463,-0.341305063,,,,3817,2376
19141,Iowa,O'Brien,1692,-1.031867233,,,,,
19143,Iowa,Osceola,1308,-1.375804813,,,,,
19145,Iowa,Page,2490,-0.317121952,,,,,
19147,Iowa,Palo Alto,3156,0.2793947869,,,,,
19149,Iowa,Plymouth,1831,-0.907368995,,,,,
19151,Iowa,Pocahontas,1631,-1.086503151,,,,,
19153,Iowa,Polk,2038,-0.721965144,,513,2975,2066,2040
19155,Iowa,Pottawattamie,2660,-0.164857919,,,1932,,2608
19157,Iowa,Poweshiek,1723,-1.004101439,,,,,
19159,Iowa,Ringgold,830,-1.803935445,,,,,
19161,Iowa,Sac,1157,-1.5110511,,,,,
19163,Iowa,Scott,2609,-0.210537129,,,2269,1342,2584
19165,Iowa,Shelby,3857,0.9072600029,,,,,
19167,Iowa,Sioux,1128,-1.537025553,,,,,
19169,Iowa,Story,1977,-0.776601061,,,,,
19171,Iowa,Tama,1668,-1.053363332,,,,,
19173,Iowa,Taylor,2013,-0.744356913,,,,,
19175,Iowa,Union,1982,-0.772122708,,,,,
19177,Iowa,Van Buren,2451,-0.352053112,,,,,
19179,Iowa,Wapello,2912,0.0608511168,,,,1502,2883
19181,Iowa,Warren,1886,-0.858107102,,,,,
19183,Iowa,Washington,1955,-0.796305819,,,,9472,1670
19185,Iowa,Wayne,3716,0.7809704231,,,,,
19187,Iowa,Webster,2203,-0.574179465,,,,,
