FIPS,State,County,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Income Inequality National Z-Score
46063,South Dakota,Harding,126214,45977,2.7451551863,
46065,South Dakota,Hughes,131070,33812,3.876434402,-0.857422049
46067,South Dakota,Hutchinson,120321,32509,3.7011596789,-1.078620359
46069,South Dakota,Hyde,119450,37125,3.2175084175,-1.68899269
46071,South Dakota,Jackson,72708,12697,5.7263920611,1.4772414971
46073,South Dakota,Jerauld,118278,28963,4.0837620412,-0.595772665
46075,South Dakota,Jones,105643,31500,3.3537460317,
46077,South Dakota,Kingsbury,117109,30563,3.8317246344,-0.913846186
46079,South Dakota,Lake,135463,30777,4.4014361374,-0.19486504
46081,South Dakota,Lawrence,121586,27350,4.4455575868,-0.139183366
46083,South Dakota,Lincoln,154796,46513,3.3280158235,-1.549531329
46085,South Dakota,Lyman,110289,23263,4.7409620427,0.2336197688
46087,South Dakota,McCook,118867,37341,3.1832837899,-1.732184484
46089,South Dakota,McPherson,119026,22673,5.2496802364,0.8756267987
46091,South Dakota,Marshall,130933,35582,3.6797538081,-1.105634764
46093,South Dakota,Meade,120427,33177,3.6298339211,-1.16863412
46095,South Dakota,Mellette,87043,11530,7.5492627927,3.0
46097,South Dakota,Miner,112917,24922,4.5308161464,-0.031586281
46099,South Dakota,Minnehaha,133694,35056,3.8137266089,-0.93655986
46101,South Dakota,Moody,138206,33094,4.1761648637,-0.479159455
46102,South Dakota,Oglala Lakota,75733,10526,7.1948508455,3.0
46103,South Dakota,Pennington,124690,29410,4.2397143829,-0.398959379
46105,South Dakota,Perkins,118471,26828,4.4159460265,-0.176553427
46107,South Dakota,Potter,129333,33646,3.8439339,-0.898437981
46109,South Dakota,Roberts,111310,24179,4.6035816204,0.0602444148
46111,South Dakota,Sanborn,115333,27580,4.1817621465,-0.472095633
46113,South Dakota,Shannon,,,,
46115,South Dakota,Spink,117259,30011,3.9072006931,-0.818594707
46117,South Dakota,Stanley,151789,33423,4.5414534901,-0.018161856
46119,South Dakota,Sully,131722,29786,4.422278923,
46121,South Dakota,Todd,77526,10721,7.2312284302,3.0
46123,South Dakota,Tripp,109618,24993,4.3859480655,-0.214411129
46125,South Dakota,Turner,128190,30631,4.1849760047,-0.468039715
46127,South Dakota,Union,151952,39484,3.8484449397,-0.892745008
46129,South Dakota,Walworth,122545,31354,3.9084327359,-0.817039858
46135,South Dakota,Yankton,119667,34164,3.5027221637,-1.329050324
46137,South Dakota,Ziebach,122200,15559,7.8539751912,3.0
47000,Tennessee,,125825,27187,4.6281310921,
47001,Tennessee,Anderson,118469,26135,4.532963459,-0.028876353
47003,Tennessee,Bedford,106084,29876,3.5508100147,-1.268363015
47005,Tennessee,Benton,89729,20337,4.4121060137,-0.181399558
47007,Tennessee,Bledsoe,100836,18983,5.3119106569,0.9541621605
47009,Tennessee,Blount,124688,33467,3.7256999432,-1.04765032
47011,Tennessee,Bradley,115905,26540,4.3671816127,-0.238094565
47013,Tennessee,Campbell,94808,19234,4.9291878964,0.4711625239
47015,Tennessee,Cannon,105211,19659,5.3517981586,1.0045005538
47017,Tennessee,Carroll,105328,19657,5.358294755,1.0126993182
47019,Tennessee,Carter,95492,19656,4.8581603582,0.3815251186
47021,Tennessee,Cheatham,132844,37433,3.5488472738,-1.270840012
47023,Tennessee,Chester,103115,22318,4.6202616722,0.0812947933
47025,Tennessee,Claiborne,87303,18714,4.6651170247,0.1379026598
47027,Tennessee,Clay,85484,15367,5.5628294397,1.2708239676
47029,Tennessee,Cocke,83669,18865,4.4351444474,-0.152324844
47031,Tennessee,Coffee,107348,26186,4.0994424502,-0.575983845
47033,Tennessee,Crockett,110195,23513,4.6865563731,0.1649593143
47035,Tennessee,Cumberland,97428,25493,3.8217549916,-0.926427967
47037,Tennessee,Davidson,142961,32275,4.4294655306,-0.159491689
47039,Tennessee,Decatur,91647,20846,4.3963829991,-0.201242147
47041,Tennessee,DeKalb,99375,19344,5.137251861,0.733741157
47043,Tennessee,Dickson,122082,34841,3.5039752016,-1.327468979
47045,Tennessee,Dyer,109057,20005,5.4514871282,1.1303089485
47047,Tennessee,Fayette,150380,33095,4.543888805,-0.015088466
47049,Tennessee,Fentress,82558,19971,4.1338941465,-0.532505488
47051,Tennessee,Franklin,110277,25110,4.3917562724,-0.207081119
47053,Tennessee,Gibson,105638,21435,4.9282948449,0.4700354846
47055,Tennessee,Giles,122657,22906,5.3547978696,1.0082862166
47057,Tennessee,Grainger,95910,17922,5.3515232675,1.0041536387
47059,Tennessee,Greene,96817,21563,4.4899596531,-0.083147551
47061,Tennessee,Grundy,97581,19449,5.0172759525,0.5823304592
47063,Tennessee,Hamblen,104089,22172,4.6946148295,0.1751291603
47065,Tennessee,Hamilton,135468,29931,4.5260098226,-0.037651906
47067,Tennessee,Hancock,75438,13410,5.6255033557,1.3499190249
47069,Tennessee,Hardeman,92731,19306,4.8032217963,0.3121921493
47071,Tennessee,Hardin,92069,19899,4.6268154179,0.0895656805
47073,Tennessee,Hawkins,98763,21509,4.5917057976,0.0452570174
47075,Tennessee,Haywood,91690,17734,5.1702943498,0.7754410811
47077,Tennessee,Henderson,100713,20164,4.9946935132,0.5538312135
47079,Tennessee,Henry,95844,20276,4.7269678438,0.2159589612
47081,Tennessee,Hickman,105304,26385,3.991055524,-0.712769141
47083,Tennessee,Houston,96135,20107,4.7811707366,0.2843635095
47085,Tennessee,Humphreys,103194,28647,3.602262017,-1.203430116
47087,Tennessee,Jackson,95088,18682,5.0898190772,0.6738805484
47089,Tennessee,Jefferson,118103,27773,4.2524394196,-0.382900266
47091,Tennessee,Johnson,94109,20207,4.6572474885,0.1279712329
47093,Tennessee,Knox,132392,28594,4.6300622508,0.0936632135
47095,Tennessee,Lake,82889,10420,7.9547984645,3.0
47097,Tennessee,Lauderdale,91334,19064,4.7909148133,0.2966606237
47099,Tennessee,Lawrence,99940,20442,4.8889541141,0.4203871212
47101,Tennessee,Lewis,101504,20660,4.9130687318,0.4508199902
47103,Tennessee,Lincoln,116547,25316,4.6036893664,0.0603803912
47105,Tennessee,Loudon,134471,32410,4.1490589324,-0.513367389
47107,Tennessee,McMinn,111891,25956,4.3107951919,-0.309254745
47109,Tennessee,McNairy,91299,20288,4.5001478707,-0.070289927
47111,Tennessee,Macon,101397,23765,4.2666526404,-0.364963051
47113,Tennessee,Madison,111961,22290,5.0229250785,0.589459708
47115,Tennessee,Marion,105205,22908,4.5925004365,0.046259859
47117,Tennessee,Marshall,113270,30374,3.7291762692,-1.043263165
47119,Tennessee,Maury,129880,33516,3.8751641007,-0.859025181
47121,Tennessee,Meigs,96738,20648,4.6851026734,0.1631247319
47123,Tennessee,Monroe,98772,20852,4.7368118166,0.2283821453
47125,Tennessee,Montgomery,122151,32728,3.7323087265,-1.039309975
47127,Tennessee,Moore,124810,27954,4.4648350862,-0.114854985
47129,Tennessee,Morgan,101123,22095,4.5767368183,0.0263660281
47131,Tennessee,Obion,95427,21369,4.4656745753,-0.113795542
47133,Tennessee,Overton,98802,18624,5.3050902062,0.9455546891
47135,Tennessee,Perry,96883,20724,4.6749179695,0.1502715422
47137,Tennessee,Pickett,81875,14046,5.8290616546,1.6068114665
47139,Tennessee,Polk,107638,23044,4.6709772609,0.1452983317
47141,Tennessee,Putnam,109263,22091,4.9460413743,0.4924317676
47143,Tennessee,Rhea,102905,25431,4.046439385,-0.6428742
47145,Tennessee,Roane,126663,24871,5.092798842,0.677641039
47147,Tennessee,Robertson,130983,35401,3.6999802265,-1.080108838
47149,Tennessee,Rutherford,137384,39718,3.4589858502,-1.384245953
47151,Tennessee,Scott,76020,17814,4.2674301111,-0.363981875
47153,Tennessee,Sequatchie,100500,21064,4.7711735663,0.2717469888
47155,Tennessee,Sevier,116915,27102,4.3138882739,-0.305351248
47157,Tennessee,Shelby,129820,23730,5.4707121787,1.1545711386
47159,Tennessee,Smith,111328,25030,4.4477826608,-0.136375302
47161,Tennessee,Stewart,104574,24553,4.2591129394,-0.374478223
47163,Tennessee,Sullivan,111187,23557,4.7199134015,0.2070561904
47165,Tennessee,Sumner,145400,36263,4.0095965585,-0.689370185
47167,Tennessee,Tipton,125057,32702,3.8241391964,-0.923419079
47169,Tennessee,Trousdale,109943,28545,3.8515677001,-0.888804055
47171,Tennessee,Unicoi,100560,18875,5.3276821192,0.9740658907
47173,Tennessee,Union,105216,23289,4.5178410408,-0.047960984
47175,Tennessee,Van Buren,101379,18955,5.348404115,1.0002172396
47177,Tennessee,Warren,94847,22808,4.1584970186,-0.501456438
47179,Tennessee,Washington,119180,22928,5.1980111654,0.8104199568
47181,Tennessee,Wayne,94885,19614,4.8376159886,0.3555979356
47183,Tennessee,Weakley,93289,20834,4.4777287127,-0.09858311
47185,Tennessee,White,91949,22226,4.1370017097,-0.528583715
47187,Tennessee,Williamson,238195,58914,4.0430967172,-0.647092678
47189,Tennessee,Wilson,159156,41876,3.8006495367,-0.953063245
48000,Texas,,147116,30601,4.8075553087,
48001,Texas,Anderson,108276,24975,4.3353753754,-0.278234328
48003,Texas,Andrews,156985,36687,4.2790361709,-0.349334922
48005,Texas,Angelina,110203,25275,4.3601582591,-0.246958101
48007,Texas,Aransas,118926,24312,4.8916584403,0.4238000057
48009,Texas,Archer,129139,26979,4.7866488751,0.2912769705
48011,Texas,Armstrong,124706,33542,3.717905909,-1.057486463
48013,Texas,Atascosa,123071,26297,4.6800395482,0.1567350215
48015,Texas,Austin,143119,31921,4.4835374832,-0.091252388
48017,Texas,Bailey,111465,22883,4.871083337,0.3978340365
48019,Texas,Bandera,128785,27901,4.6157843805,0.07564441
48021,Texas,Bastrop,144833,33753,4.2909667289,-0.334278448
48023,Texas,Baylor,96853,19612,4.9384560473,0.4828590153
48025,Texas,Bee,102194,20306,5.0326996947,0.6017953634
48027,Texas,Bell,119320,27348,4.3630247184,-0.243340604
48029,Texas,Bexar,131489,28685,4.5838940213,0.035398484
48031,Texas,Blanco,155230,34510,4.498116488,-0.07285355
48033,Texas,Borden,146346,43750,3.3450514286,
48035,Texas,Bosque,117737,29426,4.0011214572,-0.700065841
48037,Texas,Bowie,115785,20566,5.6299231742,1.3554968763
48039,Texas,Brazoria,170673,41408,4.1217397604,-0.547844435
48041,Texas,Brazos,126591,20548,6.1607455713,2.0253996139
48043,Texas,Brewster,106386,16972,6.2683242988,2.1611649555
48045,Texas,Briscoe,84750,12897,6.5712956502,2.5435175818
48047,Texas,Brooks,78411,9726,8.0619987662,3.0
48049,Texas,Brown,106786,23839,4.4794664206,-0.096390107
48051,Texas,Burleson,130125,33833,3.8460970059,-0.895708122
48053,Texas,Burnet,145649,37609,3.872716637,-0.862113903
48055,Texas,Caldwell,118533,30533,3.8821275341,-0.850237264
48057,Texas,Calhoun,115762,33371,3.4689400977,-1.371683602
48059,Texas,Callahan,111786,29899,3.7387872504,-1.031134018
48061,Texas,Cameron,98352,18859,5.2151227531,0.8320149375
48063,Texas,Camp,104331,20939,4.9826161708,0.5385894965
48065,Texas,Carson,153594,35000,4.3884,-0.211316765
48067,Texas,Cass,105226,19930,5.2797792273,0.9136120014
48069,Texas,Castro,100667,28764,3.4997566402,-1.332792842
48071,Texas,Chambers,179358,39619,4.527070345,-0.036313517
48073,Texas,Cherokee,118484,24623,4.8119238111,0.3231741718
48075,Texas,Childress,122811,24534,5.0057471264,0.5677809749
48077,Texas,Clay,122282,30468,4.0134567415,-0.684498599
48079,Texas,Cochran,93167,17000,5.4804117647,1.1668121052
48081,Texas,Coke,89421,17578,5.0870975082,0.6704459034
48083,Texas,Coleman,93500,23580,3.9652247668,-0.745367794
48085,Texas,Collin,207460,51692,4.0133869844,-0.684586633
48087,Texas,Collingsworth,114409,22056,5.1872052956,0.7967828499
48089,Texas,Colorado,122990,28664,4.2907479766,-0.334554515
48091,Texas,Comal,178754,42485,4.207461457,-0.439662867
48093,Texas,Comanche,118727,23266,5.1030258747,0.690547648
48095,Texas,Concho,107850,22900,4.7096069869,0.1940494005
48097,Texas,Cooke,134651,31528,4.2708386196,-0.359680306
48099,Texas,Coryell,108445,30209,3.5898242246,-1.219126724
48101,Texas,Cottle,94214,16172,5.8257482068,1.6026298649
48103,Texas,Crane,141821,27386,5.1785949025,0.7859164548
48105,Texas,Crockett,135270,33467,4.041892013,-0.648613025
48107,Texas,Crosby,92125,22843,4.0329641466,-0.659880075
48109,Texas,Culberson,80071,15941,5.0229596638,0.5895033549
48111,Texas,Dallam,105759,41147,2.5702724378,-2.505810437
48113,Texas,Dallas,141721,32161,4.406610491,-0.188334959
48115,Texas,Dawson,102229,17271,5.9191129639,1.7204570455
48117,Texas,Deaf Smith,107556,30614,3.5132945711,-1.315707849
48119,Texas,Delta,124736,23900,5.2190794979,0.8370083858
48121,Texas,Denton,195146,47439,4.1136195957,-0.558092158
48123,Texas,DeWitt,116229,22878,5.0803829006,0.6619720069
48125,Texas,Dickens,113000,21375,5.2865497076,0.9221564097
48127,Texas,Dimmit,102036,13030,7.8308518803,3.0
48129,Texas,Donley,96600,23143,4.1740483083,-0.481830568
48131,Texas,Duval,94095,19390,4.8527591542,0.3747087496
48133,Texas,Eastland,118242,20270,5.833349778,1.6122231176
48135,Texas,Ector,139305,28566,4.8766015543,0.4047980774
48137,Texas,Edwards,83306,17731,4.6983249676,0.1798113886
48139,Texas,Ellis,157596,42684,3.6921563115,-1.089982691
48141,Texas,El Paso,110518,21984,5.0272016012,0.5948567189
48143,Texas,Erath,118414,23908,4.952902794,0.5010909423
48145,Texas,Falls,99125,16907,5.862956172,1.6495866586
48147,Texas,Fannin,135167,27291,4.952804954,0.5009674673
48149,Texas,Fayette,124629,27923,4.4633098163,-0.11677989
48151,Texas,Fisher,112542,25847,4.3541610245,-0.254526667
48153,Texas,Floyd,94797,15709,6.0345661723,1.8661600541
48155,Texas,Foard,84238,15794,5.3335443839,0.9814641226
48157,Texas,Fort Bend,198804,49753,3.9958193476,-0.706757152
48159,Texas,Franklin,154682,35780,4.3231414198,-0.293673693
48161,Texas,Freestone,123598,22910,5.3949367089,1.0589418002
48163,Texas,Frio,109046,17785,6.1313466404,1.9882978933
48165,Texas,Gaines,139423,28139,4.954795835,0.5034799773
48167,Texas,Galveston,164375,32003,5.1362372278,0.7324606805
48169,Texas,Garza,103724,29140,3.5595058339,-1.257388811
48171,Texas,Gillespie,136881,32004,4.2769966254,-0.351908847
48173,Texas,Glasscock,208125,35833,5.8081935646,
48175,Texas,Goliad,136774,21335,6.4107804078,2.3409458726
48177,Texas,Gonzales,123211,25503,4.8312355409,0.3475457521
48179,Texas,Gray,110063,22312,4.9329060595,0.4758548798
48181,Texas,Grayson,125873,30643,4.1077244395,-0.565531899
48183,Texas,Gregg,122732,26750,4.5881121495,0.0407218006
48185,Texas,Grimes,125008,26755,4.6723229303,0.1469965788
48187,Texas,Guadalupe,154425,40857,3.7796460827,-0.979569797
48189,Texas,Hale,97112,21963,4.421618176,-0.169395122
48191,Texas,Hall,87647,19833,4.4192507437,-0.172382844
48193,Texas,Hamilton,115902,22277,5.2027651838,0.8164195717
48195,Texas,Hansford,124840,29750,4.196302521,-0.453745547
48197,Texas,Hardeman,112929,27762,4.0677544845,-0.615974349
48199,Texas,Hardin,137813,26837,5.1351864963,0.7311346477
48201,Texas,Harris,147385,30127,4.8921233445,0.4243867191
48203,Texas,Harrison,121339,23285,5.2110371484,0.8268588669
48205,Texas,Hartley,152733,41459,3.6839528209,-1.100335571
48207,Texas,Haskell,113188,24340,4.6502875924,0.1191877802
48209,Texas,Hays,154658,32692,4.7307598189,0.2207444687
48211,Texas,Hemphill,141250,28346,4.9830663938,0.5391576821
48213,Texas,Henderson,118409,23697,4.996792843,0.5564805869
48215,Texas,Hidalgo,103803,18735,5.540592474,1.2427607127
48217,Texas,Hill,113165,26639,4.2480948985,-0.388383091
48219,Texas,Hockley,116255,23003,5.0539060123,0.6285579308
48221,Texas,Hood,148976,32550,4.5768356375,0.0264907389
48223,Texas,Hopkins,123040,27638,4.4518416673,-0.131252799
48225,Texas,Houston,105440,20727,5.0870844792,0.6704294606
48227,Texas,Howard,124753,28735,4.341499913,-0.270505106
48229,Texas,Hudspeth,63393,13693,4.6295917622,0.0930694525
48231,Texas,Hunt,124667,29062,4.2896910054,-0.335888422
48233,Texas,Hutchinson,123393,27616,4.4681706257,-0.110645503
48235,Texas,Irion,91263,29441,3.0998607384,-1.837465141
48237,Texas,Jack,119125,22247,5.3546545602,1.0081053588
48239,Texas,Jackson,129295,29467,4.3877897309,-0.212086931
48241,Texas,Jasper,104538,20770,5.0331246991,0.6023317228
48243,Texas,Jeff Davis,114276,12430,9.1935639582,3.0
48245,Texas,Jefferson,121635,23322,5.2154617957,0.8324428124
48247,Texas,Jim Hogg,98471,21396,4.6023088428,0.0586381577
48249,Texas,Jim Wells,115302,20021,5.7590529944,1.5184598947
48251,Texas,Johnson,140572,36790,3.8209296004,-0.927469618
48253,Texas,Jones,101404,27722,3.6578890412,-1.133228301
48255,Texas,Karnes,130365,21038,6.1966441677,2.070703972
48257,Texas,Kaufman,151568,37987,3.9899965778,-0.714105541
48259,Texas,Kendall,211038,46808,4.5085882755,-0.059638058
48261,Texas,Kenedy,59000,35722,1.6516432451,
48263,Texas,Kent,129500,31464,4.1158148996,
48265,Texas,Kerr,125970,32261,3.904714671,-0.82173209
48267,Texas,Kimble,125804,22976,5.4754526462,1.1605536522
48269,Texas,King,96250,13333,7.2189304733,
48271,Texas,Kinney,79740,22099,3.6083080682,-1.195799944
48273,Texas,Kleberg,109492,16243,6.7408729914,2.757525743
48275,Texas,Knox,100583,20943,4.8027025737,0.3115368855
48277,Texas,Lamar,115675,20656,5.6000677769,1.317819091
48279,Texas,Lamb,105031,24344,4.3144511995,-0.30464083
48281,Texas,Lampasas,133075,32963,4.0371022055,-0.654657806
48283,Texas,La Salle,95681,21273,4.4977671226,-0.073294453
48285,Texas,Lavaca,130365,26722,4.8785644787,0.407275306
48287,Texas,Lee,114153,25637,4.4526660686,-0.130212397
48289,Texas,Leon,123430,24371,5.0646259899,0.642086641
48291,Texas,Liberty,122172,25043,4.8784889989,0.4071800498
48293,Texas,Limestone,105145,22830,4.6055628559,0.0627447522
48295,Texas,Lipscomb,125809,31146,4.0393308932,-0.651845182
48297,Texas,Live Oak,117037,17386,6.7316806626,2.7459249397
48299,Texas,Llano,136609,30100,4.5385049834,-0.021882898
48301,Texas,Loving,131875,47632,2.7686219348,
48303,Texas,Lubbock,122305,24476,4.9969357738,0.556660967
48305,Texas,Lynn,123898,22408,5.529186005,1.2283656442
48307,Texas,McCulloch,98000,25400,3.8582677165,-0.880348573
48309,Texas,McLennan,123573,23426,5.2750362845,0.9076263641
48311,Texas,McMullen,119667,16833,7.1090714668,
48313,Texas,Madison,113641,24093,4.7167642054,0.2030818759
48315,Texas,Marion,89190,20154,4.4254242334,-0.164591843
48317,Texas,Martin,137402,34175,4.0205413314,-0.675557782
48319,Texas,Mason,137074,30433,4.504123813,-0.065272251
48321,Texas,Matagorda,115078,17824,6.4563509874,2.3984563624
48323,Texas,Maverick,107011,16267,6.5784102785,2.552496308
48325,Texas,Medina,136278,32789,4.1562109244,-0.50434151
48327,Texas,Menard,89479,14290,6.2616515045,2.1527438278
48329,Texas,Midland,176538,36026,4.9002942319,0.4346984541
48331,Texas,Milam,112543,26561,4.2371522157,-0.402192857
48333,Texas,Mills,119882,27555,4.3506441662,-0.258964974
48335,Texas,Mitchell,108920,24584,4.430523918,-0.158155994
48337,Texas,Montague,118034,27393,4.3089110357,-0.311632568
48339,Texas,Montgomery,189062,41374,4.5695847634,0.0173400692
48341,Texas,Moore,113396,27845,4.0724007901,-0.610110669
48343,Texas,Morris,93835,24281,3.8645442939,-0.872427475
48345,Texas,Motley,108519,25313,4.2870856872,-0.339176358
48347,Texas,Nacogdoches,100780,19263,5.2317915174,0.8530510711
48349,Texas,Navarro,119017,23142,5.1429003543,0.7408696074
48351,Texas,Newton,88500,17463,5.0678577564,0.64616516
48353,Texas,Nolan,100738,20354,4.9492974354,0.4965409466
48355,Texas,Nueces,125363,25384,4.9386621494,0.483119118
48357,Texas,Ochiltree,113618,29103,3.9039961516,-0.822638868
48359,Texas,Oldham,144700,33375,4.3355805243,-0.277975428
48361,Texas,Orange,139561,29656,4.7059954141,0.1894915625
48363,Texas,Palo Pinto,117971,25270,4.6684210526,0.1420723734
48365,Texas,Panola,130117,22694,5.7335419053,1.4862646662
48367,Texas,Parker,176664,41146,4.2935886842,-0.330969516
48369,Texas,Parmer,119813,35133,3.4102695471,-1.445726375
48371,Texas,Pecos,131127,26815,4.8900615327,0.4217846937
48373,Texas,Polk,110820,24475,4.5278855975,-0.035284661
48375,Texas,Potter,102313,20502,4.9903911813,0.5484016312
48377,Texas,Presidio,77639,13905,5.5835311039,1.2969496579
48379,Texas,Rains,131192,30680,4.2761408083,-0.352988896
48381,Texas,Randall,140117,35369,3.9615765218,-0.749971913
48383,Texas,Reagan,119833,37500,3.1955466667,-1.716708621
48385,Texas,Real,89731,23073,3.8890044641,-0.841558515
48387,Texas,Red River,88241,16668,5.2940364771,0.9316047815
48389,Texas,Reeves,112260,21512,5.2184827073,0.8362552306
48391,Texas,Refugio,91944,19229,4.7815279006,0.2848142537
48393,Texas,Roberts,119000,31216,3.8121476166,
48395,Texas,Robertson,117633,23902,4.9214710066,0.4614237381
48397,Texas,Rockwall,208783,62815,3.3237761681,-1.554881813
48399,Texas,Runnels,111034,26298,4.2221461708,-0.421130624
48401,Texas,Rusk,120314,28801,4.177424395,-0.477569915
48403,Texas,Sabine,95476,20845,4.5802830415,0.0308413944
48405,Texas,San Augustine,88792,15928,5.5745856354,1.2856603944
48407,Texas,San Jacinto,122084,24005,5.0857737971,0.6687753678
48409,Texas,San Patricio,133002,25842,5.1467378686,0.7457125856
48411,Texas,San Saba,98722,26307,3.7526893983,-1.01358938
48413,Texas,Schleicher,114882,19947,5.7593623101,1.518850254
48415,Texas,Scurry,138903,30725,4.5208462164,-0.044168424
48417,Texas,Shackelford,116013,22343,5.1923644989,0.8032938119
48419,Texas,Shelby,109372,19686,5.5558264757,1.2619861627
48421,Texas,Sherman,119536,33133,3.6077626535,-1.196488262
48423,Texas,Smith,131350,29242,4.4918268244,-0.080791164
48425,Texas,Somervell,138690,30300,4.5772277228,0.0269855541
48427,Texas,Starr,82115,12535,6.5508575987,2.5177245733
48429,Texas,Stephens,100398,18730,5.3602776295,1.0152017239
48431,Texas,Sterling,163786,51722,3.166660222,
48433,Texas,Stonewall,112632,26071,4.3202025239,-0.297382606
48435,Texas,Sutton,115256,25797,4.4678063341,-0.111105243
48437,Texas,Swisher,93231,14547,6.408950299,2.3386362585
48439,Texas,Tarrant,151552,35539,4.2643856045,-0.367824071
48441,Texas,Taylor,118831,26962,4.4073510867,-0.18740032
48443,Texas,Terrell,101553,32958,3.0812852722,
48445,Texas,Terry,101447,20948,4.8428012221,0.3621417479
48447,Texas,Throckmorton,101250,25729,3.9352481636,-0.783198542
48449,Texas,Titus,106547,24456,4.356681387,-0.251345946
48451,Texas,Tom Green,120905,28943,4.1773485817,-0.477665592
48453,Texas,Travis,184223,40540,4.544227923,-0.014660496
48455,Texas,Trinity,104906,23431,4.4772310187,-0.099211204
48457,Texas,Tyler,112776,24036,4.6919620569,0.1717813369
48459,Texas,Upshur,121920,24215,5.0348957258,0.6045667748
48461,Texas,Upton,117625,20475,5.7448107448,1.500486045
48463,Texas,Uvalde,97005,17448,5.5596629986,1.2668278899
48465,Texas,Val Verde,113574,21712,5.2309322034,0.8519666089
48467,Texas,Van Zandt,120822,25900,4.6649420849,0.1376818843
48469,Texas,Victoria,122437,26273,4.6601834583,0.1316764538
48471,Texas,Walker,100909,20893,4.8297994544,0.3457333977
48473,Texas,Waller,153697,35046,4.3855789534,-0.214876952
48475,Texas,Ward,135055,33952,3.9778216305,-0.729470436
48477,Texas,Washington,130473,28815,4.5279541905,-0.035198096
48479,Texas,Webb,117099,22990,5.0934754241,0.6784948917
48481,Texas,Wharton,124733,24450,5.1015541922,0.6886903713
48483,Texas,Wheeler,108500,27710,3.9155539516,-0.808052819
48485,Texas,Wichita,115732,24121,4.7979768666,0.3055729999
48487,Texas,Wilbarger,95032,19327,4.9170590366,0.4558557914
48489,Texas,Willacy,92078,15597,5.9035711996,1.7008431962
48491,Texas,Williamson,179990,50371,3.5732862163,-1.239997842
48493,Texas,Wilson,163606,39778,4.1129770225,-0.558903091
48495,Texas,Winkler,133111,41205,3.2304574688,-1.672650868
48497,Texas,Wise,153698,38609,3.9808852858,-0.725604075
48499,Texas,Wood,118868,25759,4.6146201328,0.0741751187
48501,Texas,Yoakum,143667,31461,4.5665109183,0.0134608485
48503,Texas,Young,123423,26305,4.6919977191,0.1718263429
48505,Texas,Zapata,89615,11914,7.5218230653,3.0
48507,Texas,Zavala,95987,20144,4.7650416998,0.264008517
49000,Utah,,154820,41337,3.7453129158,
49001,Utah,Beaver,125150,36818,3.3991525884,-1.459756079
49003,Utah,Box Elder,130060,37006,3.5145652056,-1.314104297
49005,Utah,Cache,127055,33920,3.7457252358,-1.022378217
49007,Utah,Carbon,99470,22557,4.4097176043,-0.184413753
49009,Utah,Daggett,120833,29750,4.0616134454,
49011,Utah,Davis,170385,51529,3.3065846417,-1.576577677
49013,Utah,Duchesne,124113,30843,4.0240249003,-0.671161486
49015,Utah,Emery,122654,29817,4.1135593789,-0.558168152
49017,Utah,Garfield,103852,26336,3.9433475091,-0.772977094
49019,Utah,Grand,115000,28321,4.0605910808,-0.62501463
49021,Utah,Iron,115678,29757,3.8874214471,-0.843556298
49023,Utah,Juab,144339,40783,3.5391952529,-1.283020951
49025,Utah,Kane,120038,29277,4.10007856,-0.575181069
49027,Utah,Millard,123971,32405,3.8256750501,-0.921480817
49029,Utah,Morgan,194303,66844,2.9068128777,-2.081093313
49031,Utah,Piute,78833,14283,5.5193586781,1.2159634675
49033,Utah,Rich,111188,32353,3.4367137514,-1.412353546
49035,Utah,Salt Lake,162981,42866,3.8021042318,-0.951227406
49037,Utah,San Juan,101436,18108,5.6017229954,1.3199079918
49039,Utah,Sanpete,120500,31727,3.7980269171,-0.956373015
49041,Utah,Sevier,120962,32897,3.676991823,-1.109120415
49043,Utah,Summit,,,,0.0
49045,Utah,Tooele,149654,50354,2.9720379712,-1.998778646
49047,Utah,Uintah,119957,31444,3.8149408472,-0.93502748
49049,Utah,Utah,160058,45166,3.5437718638,-1.277245226
49051,Utah,Wasatch,191614,50704,3.7790706848,-0.980295954
49053,Utah,Washington,136801,34404,3.9763108941,-0.731376999
49055,Utah,Wayne,111531,33820,3.2977823773,-1.587686216
49057,Utah,Weber,140032,40434,3.4632240194,-1.378897345
50000,Vermont,,141985,31805,4.4642351831,
50001,Vermont,Addison,151427,37647,4.0222859723,-0.673356029
50003,Vermont,Bennington,138188,27561,5.0138964479,0.5780654933
50005,Vermont,Caledonia,120914,26844,4.5043212636,-0.065023067
50007,Vermont,Chittenden,167039,36247,4.6083537948,0.0662669427
50009,Vermont,Essex,98602,24404,4.0404032126,-0.650491905
50011,Vermont,Franklin,135054,31839,4.2417789503,-0.396353876
50013,Vermont,Grand Isle,173300,40350,4.2949194548,-0.329290071
50015,Vermont,Lamoille,138439,34317,4.0341230294,-0.658417554
50017,Vermont,Orange,128308,35796,3.5844228405,-1.22594332
50019,Vermont,Orleans,118261,29271,4.0402104472,-0.650735177
50021,Vermont,Rutland,123726,26034,4.7524775294,0.2481524186
50023,Vermont,Washington,142462,33149,4.2976258711,-0.325874549
50025,Vermont,Windham,122686,28102,4.3657390933,-0.239915038
50027,Vermont,Windsor,140347,30828,4.5525820682,-0.004117488
51000,Virginia,,175273,36133,4.8507735311,
51001,Virginia,Accomack,101360,25768,3.9335610059,-0.785327751
